Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
pertini pordenone,52,52,320,29,0.00,https://www.scuoladvisor.it/scuole/11509,0,0,0.00,0,351000,"[26,32,26,17,14,17,32,32,32,88,39,39]",2026-02-22,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
alberghiero marsala,20,20,90,28,0.00,https://www.scuoladvisor.it/scuole/26692/ita-a-damiani-corso-serale-marsala,0,0,0.00,0.01,26000,"[21,34,21,21,21,21,15,15,21,65,53,53]",2026-02-09,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
iis archimede napoli,33,33,70,25,0.00,https://www.scuoladvisor.it/scuole/41298/itcg-archimede-serale-napoli,0,0,0.00,0.33,12900,"[9,52,42,33,66,66,9,9,9,52,66,9]",2026-02-10,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
comprensivo turbigo,35,35,110,16,0.00,https://www.scuoladvisor.it/lombardia/turbigo/istituto-comprensivo,0,0,0.00,0,7050,"[11,18,15,18,15,18,18,8,11,28,28,35]",2026-03-05,"Local pack, Video, Related searches",commercial,Organic
istituto don milani monza,55,55,70,22,0.00,https://www.scuoladvisor.it/scuole/14297,0,0,0.00,0,150000,"[3,1,1,1,1,10,10,1,1,8,10,8]",2026-02-21,"Local pack, Sitelinks, Related searches",navigational,Organic
convitto nazionale ruggiero bonghi,17,17,140,17,0.00,https://www.scuoladvisor.it/scuole/17685,0,0,0.00,0.02,6070,"[43,43,43,28,23,35,28,17,23,100,43,43]",2026-02-13,"Local pack, Image pack, Sitelinks, Video, Video Carousel, Related searches","commercial, navigational",Organic
istituto comprensivo latisana,12,12,390,25,0.00,https://www.scuoladvisor.it/friuli-venezia-giulia/latisana/istituto-comprensivo,0,0,0.00,0,0,"[10,8,7,10,8,7,10,8,36,10,13,8]",2026-03-06,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
istituto comprensivo albavilla,25,25,880,26,0.00,https://www.scuoladvisor.it/lombardia/albavilla/istituto-comprensivo,0,0,0.00,0.01,0,"[36,45,62,45,45,62,30,24,81,81,81,36]",2026-03-10,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
liceo scientifico pertini ladispoli,27,27,170,27,0.00,https://www.scuoladvisor.it/scuole/15981,0,0,0.00,0,4660,"[29,35,29,43,43,43,35,18,22,43,54,43]",2026-02-21,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
istituto comprensivo castiglione,62,62,320,35,0.00,https://www.scuoladvisor.it/piemonte/castiglione-torinese/istituto-comprensivo,0,0,0.00,0,125,"[26,32,39,32,26,39,26,17,21,59,39,32]",2026-03-05,"Local pack, Related searches",commercial,Organic
orazio flacco castellaneta,38,38,210,28,0.00,https://www.scuoladvisor.it/scuole/8879,0,0,0.00,0,8120,"[13,16,8,8,6,6,16,16,16,45,16,13]",2026-02-15,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
icpiedimonte san germano,26,26,390,16,0.00,https://www.scuoladvisor.it/lazio/piedimonte-san-germano/istituto-comprensivo,0,0,0.00,0,0,"[20,24,24,24,24,16,10,16,36,45,36,30]",2026-03-11,"Knowledge panel, Video, Related searches","informational, navigational",Organic
miis09700t,16,16,90,19,0.00,https://www.scuoladvisor.it/scuole/22893/ip-a-bernocchi-serale-succursale,0,0,0.00,0,1800,"[10,10,4,5,5,5,4,36,7,12,15,12]",2026-02-22,"Sitelinks, People also ask, Related searches",navigational,Organic
sarrocchi roncalli,26,26,260,27,0.00,https://www.scuoladvisor.it/scuole/49954,0,0,0.00,0,3480,"[66,54,54,66,44,66,54,15,11,44,35,44]",2026-02-16,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
giovanni cena latina,59,59,260,36,0.00,https://www.scuoladvisor.it/scuole/36311/g-cena-bgo-sabotino,0,0,0.00,0,3480000,"[17,21,17,17,14,17,14,17,21,59,39,59]",2026-02-15,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
ic 2 modena,16,16,90,25,0.00,https://www.scuoladvisor.it/scuole/47121/2-ic-modena,0,0,0.00,0,2760000,"[21,21,15,15,15,15,28,28,28,100,28,21]",2026-02-07,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
ic 2 modena,76,76,90,25,0.00,https://www.scuoladvisor.it/scuole/9077/ic-carpi-2,0,0,0.00,0,2760000,"[21,21,15,15,15,15,28,28,28,100,28,21]",2026-02-07,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
ic 2 modena,85,85,90,25,0.00,https://www.scuoladvisor.it/scuole/40998/7-ic-modena,0,0,0.00,0,2760000,"[21,21,15,15,15,15,28,28,28,100,28,21]",2026-02-07,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
ic 2 modena,89,89,90,25,0.00,https://www.scuoladvisor.it/scuole/41089/4-ic-modena,0,0,0.00,0,2760000,"[21,21,15,15,15,15,28,28,28,100,28,21]",2026-02-07,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
istituto comprensivo squillace,34,34,390,31,0.00,https://www.scuoladvisor.it/calabria/squillace/istituto-comprensivo,0,0,0.00,0,10800,"[48,39,48,48,48,32,14,21,59,39,39,26]",2026-03-09,"Local pack, Sitelinks, Video, Image, Related searches",navigational,Organic
istituto comprensivo olgiate molgora,48,48,480,7,0.00,https://www.scuoladvisor.it/lombardia/olgiate-molgora/istituto-comprensivo,0,0,0.00,0,0,"[16,11,13,16,13,20,16,20,24,20,16,8]",2026-03-08,"Knowledge panel, Video, Related searches",navigational,Organic
via schiantapetto,60,60,140,23,0.00,https://www.scuoladvisor.it/scuole/31505/savona-i-la-rusca,0,0,0.00,0.06,4900,"[22,14,22,22,22,29,29,35,35,100,29,22]",2026-02-06,"Image pack, Video, Image, Related searches",informational,Organic
istituto comprensivo di caprino veronese,31,31,70,25,0.00,https://www.scuoladvisor.it/veneto/caprino-veronese/istituto-comprensivo,0,0,0.00,0.04,14000,"[15,15,15,15,12,28,15,21,21,53,34,21]",2026-03-02,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
istituto comprensivo santadi,24,24,320,28,0.00,https://www.scuoladvisor.it/sardegna/santadi/istituto-comprensivo,0,0,0.00,0,0,"[30,16,30,16,24,13,5,8,36,30,20,16]",2026-03-09,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
recensioni di policlinico di catania,72,72,90,22,0.00,https://www.scuoladvisor.it/scuole/15685/ospedale-policlinico-a-doria,0,0,0.00,0,2350000,"[11,64,64,64,82,11,82,100,41,29,52,41]",2026-02-24,"Knowledge panel, Video, People also ask, Related searches, AI overview",commercial,Organic
istituto comprensivo giovanni pascoli aversa,19,19,140,38,0.00,https://www.scuoladvisor.it/scuole/12215,0,0,0.00,0,7110,"[6,53,34,34,43,43,28,28,15,100,43,43]",2026-02-21,"Knowledge panel, Sitelinks, Video, Video Carousel, People also ask, Related searches",navigational,Organic
saffi alberti,57,57,1000,11,0.00,https://www.scuoladvisor.it/scuole/6432,0,0,0.00,0,81000,"[20,36,20,24,16,20,24,24,27,80,44,36]",2026-02-23,"Knowledge panel, Video, Image, People also ask, Related searches",navigational,Organic
saraceno romegialli orari,26,26,260,,0.00,https://www.scuoladvisor.it/scuole/28150/is-saraceno-romegialli,0,0,0.00,0,572,"[19,15,12,15,15,15,7,4,4,44,100,100]",2026-02-08,"Sitelinks, Related searches",navigational,Organic
ic pasian di prato,22,22,390,30,0.00,https://www.scuoladvisor.it/friuli-venezia-giulia/pasian-di-prato,0,0,0.00,0,7350,"[13,16,13,13,13,24,20,30,30,62,45,30]",2026-02-21,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
ic genzano di roma,67,67,70,14,0.00,https://www.scuoladvisor.it/lazio/genzano-di-roma/istituto-comprensivo,0,0,0.00,0.01,58200,"[34,26,19,15,19,19,26,15,15,42,53,7]",2026-03-03,"Local pack, Video, Image, People also ask, Related searches","commercial, navigational",Organic
scuole foligno,36,36,90,41,0.00,https://www.scuoladvisor.it/scuole/12022/ic-foligno-3-seraclio,0,0,0.00,0.02,634000,"[4,4,10,100,18,10,10,22,14,18,14,14]",2026-02-07,"Local pack, Top stories, Video, Image, Related searches",commercial,Organic
iiss lercara friddi,31,31,590,31,0.00,https://www.scuoladvisor.it/sicilia/lercara-friddi/istituto-superiore,0,0,0.00,0,0,"[24,36,24,24,24,20,20,20,54,30,24,16]",2026-03-08,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
convitto telesio cosenza,18,18,210,29,0.00,https://www.scuoladvisor.it/scuole/7420/conv-naztelesiocosenza,0,0,0.00,0,3940,"[13,20,16,16,13,16,13,4,4,20,10,8]",2026-02-07,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
iis bodoni paravia,46,46,1600,25,0.00,https://www.scuoladvisor.it/scuole/1216,0,0,0.00,0.05,5610,"[65,43,54,43,36,29,29,29,22,36,20,29]",2026-02-26,"Knowledge panel, Sitelinks, Video, People also ask, Related searches","navigational, transactional",Organic
ic bedizzole,71,71,2400,23,0.00,https://www.scuoladvisor.it/scuole/28422,0,0,0.00,0,5910,"[13,13,13,15,23,23,19,8,10,29,23,19]",2026-02-14,"Knowledge panel, Video, Image, Related searches",navigational,Organic
istituto comprensivo sassi renate,24,24,70,24,0.00,https://www.scuoladvisor.it/scuole/10429,0,0,0.00,0,2040,"[7,26,15,26,15,19,34,26,19,42,7,42]",2026-02-21,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
istituto giulio torino,89,89,720,33,0.95,https://www.scuoladvisor.it/scuole/25285,0,0,0.00,0.02,2830000,"[16,30,24,20,20,24,34,24,24,55,30,30]",2026-02-28,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
istituto comprensivo tirano,56,56,260,31,0.00,https://www.scuoladvisor.it/lombardia/tirano/istituto-comprensivo,0,0,0.00,0,18800,"[19,29,19,19,15,19,19,15,36,81,36,23]",2026-02-28,"Knowledge panel, Image, Related searches",navigational,Organic
istituto comprensivo gualdo tadino,45,45,480,8,0.00,https://www.scuoladvisor.it/umbria/gualdo-tadino/istituto-comprensivo,0,0,0.00,0,0,"[59,32,32,39,39,39,39,59,88,48,48,26]",2026-03-11,"Knowledge panel, Related searches","informational, navigational",Organic
i.i.s. pontecorvo,59,59,210,28,0.00,https://www.scuoladvisor.it/lazio/pontecorvo,0,0,0.00,0,12000,"[39,26,0,0,0,0,0,0,0,100,48,39]",2026-02-21,"Local pack, Sitelinks, Video, Video Carousel, Related searches, Short videos",navigational,Organic
liceo eugenio montale roma,38,38,390,30,1.21,https://www.scuoladvisor.it/scuole/8397,0,0,0.00,0.03,172000,"[36,44,44,44,36,44,29,23,29,67,44,44]",2026-02-23,"Local pack, Sitelinks, People also ask, Related searches",navigational,Organic
ic thiene,42,42,480,12,0.00,https://www.scuoladvisor.it/veneto/thiene/istituto-comprensivo,0,0,0.00,0,0,"[16,20,16,24,30,30,20,30,81,30,36,1]",2026-03-07,"Local pack, Related searches",navigational,Organic
istituto comprensivo montale,62,62,170,25,0.00,https://www.scuoladvisor.it/scuole/6037,0,0,0.00,0,84500,"[12,23,19,19,19,19,23,15,15,54,29,19]",2026-02-27,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
ic selargius 2,70,70,260,6,0.00,https://www.scuoladvisor.it/sardegna/selargius/istituto-comprensivo,0,0,0.00,0,173,"[23,36,44,36,23,23,23,29,44,100,54,15]",2026-03-04,"Video, Image, People also ask, Related searches",navigational,Organic
capol dd san nicola la strada,10,10,170,37,0.00,https://www.scuoladvisor.it/scuole/44638/snicola-la-strada-capol-dd,0,0,0.00,0,3080,"[53,65,43,34,34,34,15,9,21,100,100,53]",2026-02-07,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
istituto argentia,25,25,880,28,0.00,https://www.scuoladvisor.it/scuole/17176,0,0,0.00,0.06,28500,"[30,36,36,20,24,36,24,24,16,54,54,41]",2026-02-22,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
licei corigliano,30,30,880,33,0.00,https://www.scuoladvisor.it/calabria/corigliano-rossano/liceo-scientifico,0,0,0.00,0,10400,"[13,24,16,20,16,20,13,10,16,80,36,27]",2026-03-06,"Local pack, Sitelinks, Video, Image, Related searches",navigational,Organic
istituto agrario ottavio munerati,16,16,320,17,0.00,https://www.scuoladvisor.it/scuole/13855/ita-o-munerati-rovigo,0,0,0.00,0.06,984,"[35,35,54,54,54,81,54,29,100,66,100,100]",2026-02-07,"Knowledge panel, Video, Image, People also ask, Related searches",informational,Organic
istituto comprensivo bonaventura zumbini,49,49,140,14,0.00,https://www.scuoladvisor.it/scuole/10317/sm-cosenza-zumbini,0,0,0.00,0.06,927,"[28,35,35,35,28,35,28,23,28,53,43,53]",2026-02-07,"Knowledge panel, Video, Image, People also ask, Related searches","informational, navigational",Organic
ic falcone borsellino caulonia,27,27,390,26,0.00,https://www.scuoladvisor.it/scuole/35753/falcone-borsellino-caul-roc,0,0,0.00,0,1470,"[36,54,54,66,44,44,54,19,23,100,66,66]",2026-02-13,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
ic falcone borsellino caulonia,28,28,390,26,0.00,https://www.scuoladvisor.it/scuole/35753/falcone-borsellino-caul-roc,0,0,0.00,0,1470,"[36,54,54,66,44,44,54,19,23,100,66,66]",2026-02-13,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
montessori pini,38,38,320,31,0.82,https://www.scuoladvisor.it/scuole/5409,0,0,0.00,0.01,317000,"[44,66,54,54,54,81,66,18,23,100,54,81]",2026-02-22,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
liceo caro preziotti licini,25,25,140,,0.00,https://www.scuoladvisor.it/scuole/17478/liceo-caro-preziotti-licini-fermo,0,0,0.00,0,3560,"[10,23,23,23,17,10,23,23,23,82,66,100]",2026-02-15,"Sitelinks, Video, Related searches",navigational,Organic
padovano senigallia,28,28,140,35,0.00,https://www.scuoladvisor.it/scuole/5468,0,0,0.00,0,30000,"[17,14,14,11,9,9,11,9,5,26,26,11]",2026-02-12,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
padovano senigallia,35,35,140,35,0.00,https://www.scuoladvisor.it/scuole/5468,0,0,0.00,0,30000,"[17,14,14,11,9,9,11,9,5,26,26,11]",2026-02-12,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
scuole superiori di siena,77,77,110,21,0.00,https://www.scuoladvisor.it/toscana/siena/istituto-superiore,0,0,0.00,0,0,"[66,80,66,66,42,52,52,42,66,80,52,33]",2026-03-07,"Local pack, Video, Image, Related searches",commercial,Organic
scuole rimini,85,85,170,20,0.00,https://www.scuoladvisor.it/scuole/44290/r-rimini,0,0,0.00,0.01,0,"[10,10,13,8,8,10,13,20,24,10,10,8]",2026-03-14,"Local pack, Top stories, Video, Related searches",commercial,Organic
athenaeum novara,22,22,90,20,1.44,https://www.scuoladvisor.it/scuole/14009/cborromeo-sindle-annessa,0,0,0.00,0.19,12900,"[3,5,3,3,3,4,5,2,3,7,4,3]",2026-02-07,"Knowledge panel, Sitelinks, Image, Related searches",navigational,Organic
ipia galileo ferraris,34,34,170,26,0.00,https://www.scuoladvisor.it/scuole/32332/ipia-ferraris-serale-iglesias,0,0,0.00,0.05,4670,"[28,18,18,28,11,15,18,11,11,66,35,54]",2026-02-07,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
ic santonofrio,46,46,110,25,0.00,https://www.scuoladvisor.it/scuole/43770,0,0,0.00,0,93800,"[33,23,100,23,23,33,80,33,0,66,80,66]",2026-02-11,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
istituto comprensivo gattinara,33,33,260,26,0.00,https://www.scuoladvisor.it/scuole/44442,0,0,0.00,0,6850,"[26,26,21,21,21,21,32,26,26,72,26,26]",2026-02-20,"Local pack, Sitelinks, Related searches","commercial, navigational",Organic
istituto comprensivo sant'elia fiumerapido,16,16,720,,0.00,https://www.scuoladvisor.it/lazio/sant-elia-fiumerapido/istituto-comprensivo,0,0,0.00,0,0,"[37,84,52,31,31,25,3,4,31,68,31,20]",2026-03-07,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
itis g riva saronno,32,32,720,29,1.10,https://www.scuoladvisor.it/scuole/21109/itis-riva-saronno,0,0,0.00,0.01,6430,"[24,36,24,20,20,20,30,36,30,41,30,30]",2026-02-13,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
istituto comprensivo don tonino bello palombaio,19,19,110,15,0.00,https://www.scuoladvisor.it/scuole/7780,0,0,0.00,0,1130,"[7,42,42,100,53,53,26,7,15,53,26,34]",2026-02-14,"Sitelinks, Image, Related searches",navigational,Organic
scuole medie grosseto,80,80,70,8,0.00,https://www.scuoladvisor.it/toscana/grosseto/istituto-comprensivo,0,0,0.00,0,0,"[19,42,26,34,42,26,19,26,26,34,26,34]",2026-03-06,"Local pack, Image, Related searches",commercial,Organic
ic alvaro gobetti,33,33,140,26,0.00,https://www.scuoladvisor.it/scuole/17640,0,0,0.00,0.01,6230,"[23,17,17,28,17,23,35,35,35,100,43,35]",2026-02-19,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
i.c. piossasco 2,18,18,170,25,0.00,https://www.scuoladvisor.it/scuole/4368/ic-piossasco-ii-umberto-i,0,0,0.00,0,8570,"[19,23,19,19,12,15,23,19,29,100,19,15]",2026-02-10,"Knowledge panel, Sitelinks, Image, Related searches",navigational,Organic
ic marconi antonelli torino,33,33,70,34,0.00,https://www.scuoladvisor.it/scuole/10095/ic-marconi-antonelli-to,0,0,0.00,0,13100,"[21,15,28,21,15,28,9,28,28,43,21,21]",2026-02-12,"Local pack, Sitelinks, Video, Related searches","commercial, navigational",Organic
ic pier delle vigne capua,10,10,90,13,0.00,https://www.scuoladvisor.it/scuole/29884/pier-delle-vigne-capua,0,0,0.00,0,7320,"[5,11,8,11,11,8,11,8,15,44,11,11]",2026-02-06,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
liceo chini michelangelo,22,22,260,26,0.00,https://www.scuoladvisor.it/scuole/27012/michelangelo,0,0,0.00,0,14400,"[3,4,4,3,3,3,5,5,3,7,3,4]",2026-02-24,"Knowledge panel, Sitelinks, Image, People also ask, Related searches",navigational,Organic
istituto comprensivo 2 grosseto,7,7,90,28,0.00,https://www.scuoladvisor.it/scuole/25887/ic-grosseto-2,0,0,0.00,0.1,128000,"[42,33,52,33,33,33,42,52,33,66,52,100]",2026-02-07,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
iis russell garbagnate,26,26,170,31,0.00,https://www.scuoladvisor.it/scuole/2729,0,0,0.00,0,1560,"[28,28,43,43,43,53,53,17,17,66,82,53]",2026-02-16,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
istituto a trentin lonigo,41,41,170,9,0.00,https://www.scuoladvisor.it/scuole/37722/ita-alberto-trentin,0,0,0.00,0,0,"[53,53,34,43,53,100,53,34,65,53,43,34]",2026-03-13,"Knowledge panel, Video, Image, Related searches","informational, navigational",Organic
del giudice rodi,26,26,90,23,0.00,https://www.scuoladvisor.it/scuole/28936/ite-m-del-giudice-serale,0,0,0.00,0,295000,"[82,64,64,100,52,52,52,23,41,52,41,23]",2026-02-08,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
ic dozza,26,26,110,36,0.00,https://www.scuoladvisor.it/emilia-romagna/dozza/istituto-comprensivo,0,0,0.00,0,22400,"[12,15,12,9,15,12,12,12,29,15,15,12]",2026-03-14,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
paribeni mentana,30,30,170,26,0.00,https://www.scuoladvisor.it/scuole/18591,0,0,0.00,0,4180,"[5,10,8,6,6,6,8,10,13,36,16,16]",2026-02-25,"Sitelinks, Related searches",navigational,Organic
istituto comprensivo villanova mondovì,17,17,390,41,0.00,https://www.scuoladvisor.it/piemonte/villanova-mondovi/istituto-comprensivo,0,0,0.00,0,0,"[13,8,7,8,8,8,4,7,27,16,13,7]",2026-03-09,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
ml king muggio,48,48,140,23,0.00,https://www.scuoladvisor.it/scuole/19090/martin-luther-king,0,0,0.00,0,4070,"[100,10,0,54,0,66,18,0,0,0,66,4]",2026-02-10,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
ic giardini,67,67,140,30,0.00,https://www.scuoladvisor.it/sicilia/giardini-naxos/istituto-comprensivo,0,0,0.00,0,792000,"[22,22,18,22,22,35,18,14,18,66,35,22]",2026-02-27,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
